order_id,order_date,customer_id,product_id,quantity,unit_price,discount,channel,payment_id,payment_method,payment_status,paid_at,net_sales
ORD000208,2026-01-25 17:56:00,C0024,P037,4,23310.0,0.1,Web,PAY000208,PromptPay,PAID,2026-01-25T18:11:00,83916.0
ORD000209,2026-01-14 02:39:00,C0067,P006,1,284.05,0.0,Marketplace,PAY000209,PromptPay,PAID,2026-01-14T05:29:00,284.05
ORD000210,2026-01-26 09:51:00,C0013,P009,1,299.0,0.0,Mobile App,PAY000210,Credit Card,PAID,2026-01-26T11:17:00,299.0
ORD000211,2026-01-24 08:11:00,C0066,P022,2,499.0,0.05,Web,PAY000211,Credit Card,PAID,2026-01-24T08:30:00,948.0999999999999
ORD000212,2026-01-10 23:01:00,C0071,P001,2,284.05,0.1,Marketplace,PAY000212,Credit Card,PAID,2026-01-11T01:18:00,511.29
ORD000213,2026-01-17 11:40:00,C0025,P021,1,25900.0,0.0,Marketplace,PAY000213,PromptPay,PAID,2026-01-17T13:48:00,25900.0
ORD000214,2026-01-09 14:42:00,C0014,P019,2,3990.0,0.0,Web,PAY000214,Credit Card,PAID,2026-01-09T15:24:00,7980.0
ORD000215,2026-01-21 10:20:00,C0040,P036,2,299.0,0.05,Web,PAY000215,PromptPay,PAID,2026-01-21T11:14:00,568.1
ORD000216,2026-01-28 05:31:00,C0024,P033,1,12255.0,0.0,Marketplace,PAY000216,Credit Card,PAID,2026-01-28T07:48:00,12255.0
ORD000218,2026-01-01 18:45:00,C0072,P020,3,474.05,0.1,Mobile App,PAY000218,Bank Transfer,PAID,2026-01-01T20:07:00,1279.9350000000002
ORD000219,2026-01-10 09:38:00,C0081,P021,1,27195.0,0.0,Web,PAY000219,Bank Transfer,PAID,2026-01-10T12:03:00,27195.0
ORD000220,2026-01-12 20:20:00,C0135,P037,1,24605.0,0.0,Marketplace,PAY000220,Credit Card,PAID,2026-01-12T22:17:00,24605.0
ORD000221,2026-01-25 21:10:00,C0157,P008,4,523.95,0.05,Marketplace,PAY000221,Credit Card,PAID,2026-01-25T21:26:00,1991.01
ORD000222,2026-01-23 20:37:00,C0109,P027,1,24605.0,0.1,Mobile App,PAY000222,Credit Card,PAID,2026-01-23T22:07:00,22144.5
ORD000223,2026-01-17 01:11:00,C0051,P014,2,940.5,0.0,Marketplace,PAY000223,PromptPay,PAID,2026-01-17T01:44:00,1881.0
ORD000224,2026-01-14 21:18:00,C0012,P031,1,1490.0,0.0,Web,PAY000224,PromptPay,PAID,2026-01-14T22:01:00,1490.0
ORD000225,2026-01-16 05:19:00,C0135,P025,1,23310.0,0.05,Mobile App,PAY000225,PromptPay,PAID,2026-01-16T06:29:00,22144.5
ORD000226,2026-01-08 17:35:00,C0064,P003,3,23310.0,0.0,Mobile App,PAY000226,Credit Card,PAID,2026-01-08T18:59:00,69930.0
ORD000227,2026-01-02 17:13:00,C0007,P016,1,1490.0,0.0,Marketplace,PAY000227,Bank Transfer,PAID,2026-01-02T19:15:00,1490.0
ORD000228,2026-01-17 20:14:00,C0053,P028,3,299.0,0.0,Web,PAY000228,Credit Card,PAID,2026-01-17T21:37:00,897.0
ORD000229,2026-01-08 13:18:00,C0008,P017,2,940.5,0.0,Mobile App,PAY000229,Bank Transfer,PAID,2026-01-08T14:50:00,1881.0
ORD000230,2026-01-19 20:00:00,C0160,P015,4,299.0,0.1,Web,PAY000230,PromptPay,PAID,2026-01-19T20:18:00,1076.4
ORD000231,2026-01-11 10:24:00,C0033,P038,1,12900.0,0.0,Web,PAY000231,Credit Card,PAID,2026-01-11T10:38:00,12900.0
ORD000232,2026-01-08 03:01:00,C0004,P008,1,499.0,0.05,Marketplace,PAY000232,PromptPay,PAID,2026-01-08T03:06:00,474.04999999999995
ORD000233,2026-01-18 08:14:00,C0085,P007,2,25900.0,0.0,Marketplace,PAY000233,PromptPay,PAID,2026-01-18T09:31:00,51800.0
ORD000234,2026-01-06 03:24:00,C0025,P026,2,12900.0,0.0,Marketplace,PAY000234,Bank Transfer,PAID,2026-01-06T04:58:00,25800.0
ORD000235,2026-01-12 09:30:00,C0087,P030,3,499.0,0.0,Marketplace,PAY000235,PromptPay,PAID,2026-01-12T11:42:00,1497.0
ORD000236,2026-01-19 05:22:00,C0068,P027,1,23310.0,0.05,Marketplace,PAY000236,Bank Transfer,PAID,2026-01-19T05:28:00,22144.5
ORD000237,2026-01-17 04:02:00,C0020,P030,3,523.95,0.1,Web,PAY000237,Bank Transfer,PAID,2026-01-17T04:13:00,1414.6650000000002
ORD000238,2026-01-10 23:15:00,C0140,P034,2,313.95,0.0,Marketplace,PAY000238,Bank Transfer,PAID,2026-01-11T02:11:00,627.9
ORD000239,2026-01-27 08:24:00,C0044,P004,2,1490.0,0.0,Marketplace,PAY000239,Credit Card,PAID,2026-01-27T08:51:00,2980.0
ORD000240,2026-01-01 04:54:00,C0091,P018,1,3990.0,0.0,Mobile App,PAY000240,PromptPay,PAID,2026-01-01T06:09:00,3990.0
ORD000241,2026-01-24 06:52:00,C0003,P026,3,12255.0,0.0,Web,PAY000241,Credit Card,PAID,2026-01-24T09:08:00,36765.0
ORD000242,2026-01-08 00:54:00,C0106,P016,2,1490.0,0.0,Web,PAY000242,Credit Card,PAID,2026-01-08T03:54:00,2980.0
ORD000243,2026-01-19 16:38:00,C0129,P013,3,499.0,0.1,Mobile App,PAY000243,Bank Transfer,PAID,2026-01-19T17:52:00,1347.3
ORD000244,2026-01-16 14:15:00,C0153,P029,2,3990.0,0.05,Web,PAY000244,PromptPay,PAID,2026-01-16T16:05:00,7581.0
ORD000245,2026-01-11 05:18:00,C0058,P031,1,1415.5,0.1,Web,PAY000245,Credit Card,PAID,2026-01-11T06:59:00,1273.95
ORD000246,2026-01-12 03:50:00,C0107,P028,1,269.1,0.05,Mobile App,PAY000246,Bank Transfer,PAID,2026-01-12T06:31:00,255.645
ORD000247,2026-01-20 00:13:00,C0025,P029,2,4189.5,0.05,Web,PAY000247,PromptPay,PAID,2026-01-20T01:03:00,7960.049999999999
ORD000248,2026-01-14 08:37:00,C0144,P009,1,284.05,0.0,Mobile App,PAY000248,PromptPay,PAID,2026-01-14T08:56:00,284.05
ORD000249,2026-01-04 01:05:00,C0121,P008,3,499.0,0.0,Web,PAY000249,Credit Card,PAID,2026-01-04T03:32:00,1497.0
ORD000250,2026-01-20 22:06:00,C0160,P039,3,891.0,0.05,Web,PAY000250,Credit Card,PAID,2026-01-20T23:00:00,2539.35
ORD000251,2026-01-10 23:16:00,C0014,P010,3,891.0,0.1,Web,PAY000251,Bank Transfer,PAID,2026-01-11T00:28:00,2405.7000000000003
ORD000252,2026-01-12 07:49:00,C0068,P020,1,449.1,0.1,Web,PAY000252,Credit Card,PAID,2026-01-12T08:17:00,404.19000000000005
ORD000253,2026-01-05 12:14:00,C0139,P029,4,3990.0,0.1,Marketplace,PAY000253,Bank Transfer,PAID,2026-01-05T14:03:00,14364.0
ORD000254,2026-01-02 14:40:00,C0030,P012,2,990.0,0.0,Mobile App,PAY000254,Bank Transfer,PAID,2026-01-02T16:51:00,1980.0
ORD000255,2026-01-26 05:45:00,C0090,P010,2,940.5,0.0,Mobile App,PAY000255,PromptPay,PAID,2026-01-26T08:04:00,1881.0
ORD000257,2026-01-15 04:48:00,C0016,P014,1,990.0,0.05,Mobile App,PAY000257,Credit Card,PAID,2026-01-15T05:54:00,940.5
ORD000258,2026-01-02 00:35:00,C0050,P002,4,1490.0,0.0,Web,PAY000258,PromptPay,PAID,2026-01-02T02:44:00,5960.0
ORD000259,2026-01-18 01:24:00,C0102,P039,3,1039.5,0.1,Marketplace,PAY000259,PromptPay,PAID,2026-01-18T02:01:00,2806.65
ORD000260,2026-01-06 12:56:00,C0151,P029,4,4189.5,0.1,Marketplace,PAY000260,Bank Transfer,PAID,2026-01-06T14:03:00,15082.2
ORD000261,2026-01-19 00:17:00,C0037,P032,1,25900.0,0.0,Web,PAY000261,Credit Card,PAID,2026-01-19T03:05:00,25900.0
ORD000263,2026-01-21 09:23:00,C0019,P019,2,3990.0,0.1,Mobile App,PAY000263,Bank Transfer,PAID,2026-01-21T12:13:00,7182.0
ORD000264,2026-01-15 23:38:00,C0110,P018,2,3990.0,0.1,Mobile App,PAY000264,Bank Transfer,PAID,2026-01-16T01:52:00,7182.0
ORD000265,2026-01-25 21:34:00,C0116,P031,2,1490.0,0.05,Web,PAY000265,PromptPay,PAID,2026-01-25T22:52:00,2831.0
ORD000268,2026-01-13 08:12:00,C0045,P018,3,3591.0,0.0,Mobile App,PAY000268,Credit Card,PAID,2026-01-13T08:58:00,10773.0
ORD000269,2026-01-16 02:11:00,C0115,P012,4,1039.5,0.0,Marketplace,PAY000269,Bank Transfer,PAID,2026-01-16T03:31:00,4158.0
ORD000270,2026-01-12 19:00:00,C0087,P030,3,449.1,0.05,Web,PAY000270,Bank Transfer,PAID,2026-01-12T19:18:00,1279.9350000000002
ORD000271,2026-01-07 11:25:00,C0091,P035,2,23310.0,0.0,Web,PAY000271,Credit Card,PAID,2026-01-07T14:14:00,46620.0
ORD000272,2026-01-19 03:26:00,C0159,P038,1,13545.0,0.0,Mobile App,PAY000272,Credit Card,PAID,2026-01-19T04:25:00,13545.0
ORD000273,2026-01-12 05:23:00,C0008,P005,1,269.1,0.0,Mobile App,PAY000273,Credit Card,PAID,2026-01-12T06:20:00,269.1
ORD000274,2026-01-10 19:46:00,C0157,P028,2,299.0,0.0,Web,PAY000274,PromptPay,PAID,2026-01-10T22:12:00,598.0
ORD000275,2026-01-28 07:37:00,C0031,P032,1,23310.0,0.0,Mobile App,PAY000275,Bank Transfer,PAID,2026-01-28T08:56:00,23310.0
ORD000277,2026-01-08 09:08:00,C0007,P009,3,299.0,0.0,Marketplace,PAY000277,Bank Transfer,PAID,2026-01-08T11:22:00,897.0
ORD000278,2026-01-09 23:49:00,C0002,P015,2,313.95,0.0,Marketplace,PAY000278,Credit Card,PAID,2026-01-10T02:25:00,627.9
ORD000279,2026-01-21 01:07:00,C0004,P040,2,3990.0,0.0,Mobile App,PAY000279,PromptPay,PAID,2026-01-21T02:34:00,7980.0
ORD000280,2026-01-27 03:52:00,C0101,P004,2,1490.0,0.05,Web,PAY000280,Credit Card,PAID,2026-01-27T04:58:00,2831.0
ORD000281,2026-01-04 23:47:00,C0099,P011,1,23310.0,0.0,Mobile App,PAY000281,Bank Transfer,PAID,2026-01-05T01:18:00,23310.0
ORD000282,2026-01-18 02:19:00,C0137,P026,1,12900.0,0.0,Marketplace,PAY000282,PromptPay,PAID,2026-01-18T04:13:00,12900.0
ORD000283,2026-01-05 22:30:00,C0078,P010,2,1039.5,0.0,Web,PAY000283,PromptPay,PAID,2026-01-05T22:38:00,2079.0
ORD000284,2026-01-07 09:47:00,C0115,P035,3,25900.0,0.0,Web,PAY000284,PromptPay,PAID,2026-01-07T11:53:00,77700.0
ORD000286,2026-01-25 11:47:00,C0106,P027,2,25900.0,0.05,Marketplace,PAY000286,PromptPay,PAID,2026-01-25T13:38:00,49210.0
ORD000287,2026-01-17 00:04:00,C0074,P026,1,12255.0,0.0,Marketplace,PAY000287,Bank Transfer,PAID,2026-01-17T02:51:00,12255.0
ORD000288,2026-01-07 04:21:00,C0005,P029,3,3990.0,0.0,Marketplace,PAY000288,PromptPay,PAID,2026-01-07T04:36:00,11970.0
ORD000289,2026-01-15 09:31:00,C0083,P029,3,3790.5,0.0,Marketplace,PAY000289,Bank Transfer,PAID,2026-01-15T09:43:00,11371.5
ORD000290,2026-01-12 13:01:00,C0038,P034,4,299.0,0.0,Web,PAY000290,Credit Card,PAID,2026-01-12T14:21:00,1196.0
ORD000291,2026-01-27 10:12:00,C0158,P036,3,299.0,0.1,Mobile App,PAY000291,PromptPay,PAID,2026-01-27T10:43:00,807.3000000000001
ORD000292,2026-01-24 12:23:00,C0130,P013,1,474.05,0.05,Mobile App,PAY000292,Bank Transfer,PAID,2026-01-24T14:47:00,450.34749999999997
ORD000293,2026-01-12 19:17:00,C0048,P037,3,24605.0,0.0,Web,PAY000293,PromptPay,PAID,2026-01-12T20:54:00,73815.0
ORD000295,2026-01-04 05:04:00,C0054,P036,2,313.95,0.1,Mobile App,PAY000295,PromptPay,PAID,2026-01-04T05:52:00,565.11
ORD000296,2026-01-16 06:57:00,C0104,P036,1,284.05,0.0,Marketplace,PAY000296,Bank Transfer,PAID,2026-01-16T07:02:00,284.05
ORD000297,2026-01-15 13:14:00,C0123,P019,2,3990.0,0.05,Mobile App,PAY000297,PromptPay,PAID,2026-01-15T15:38:00,7581.0
ORD000298,2026-01-27 17:42:00,C0122,P039,2,891.0,0.1,Marketplace,PAY000298,Credit Card,PAID,2026-01-27T19:15:00,1603.8
ORD000299,2026-01-02 22:35:00,C0009,P021,3,24605.0,0.1,Web,PAY000299,Bank Transfer,PAID,2026-01-03T00:20:00,66433.5
ORD000300,2026-01-20 05:53:00,C0138,P009,2,269.1,0.1,Web,PAY000300,PromptPay,PAID,2026-01-20T06:26:00,484.38000000000005
ORD000301,2026-01-12 08:38:00,C0013,P040,4,3990.0,0.0,Marketplace,PAY000301,Bank Transfer,PAID,2026-01-12T10:45:00,15960.0
ORD000302,2026-01-02 04:34:00,C0081,P026,1,11610.0,0.05,Mobile App,PAY000302,PromptPay,PAID,2026-01-02T06:41:00,11029.5
ORD000303,2026-01-20 15:52:00,C0101,P026,4,12900.0,0.0,Marketplace,PAY000303,PromptPay,PAID,2026-01-20T17:24:00,51600.0
ORD000304,2026-01-04 19:27:00,C0147,P009,4,313.95,0.0,Mobile App,PAY000304,Credit Card,PAID,2026-01-04T21:36:00,1255.8
ORD000305,2026-01-26 21:33:00,C0116,P030,1,499.0,0.05,Web,PAY000305,Credit Card,PAID,2026-01-27T00:16:00,474.04999999999995
ORD000306,2026-01-22 16:20:00,C0126,P032,1,27195.0,0.0,Mobile App,PAY000306,PromptPay,PAID,2026-01-22T16:52:00,27195.0
ORD000307,2026-01-14 05:12:00,C0109,P039,3,1039.5,0.0,Web,PAY000307,Credit Card,PAID,2026-01-14T06:46:00,3118.5
ORD000308,2026-01-06 21:33:00,C0019,P037,4,23310.0,0.0,Marketplace,PAY000308,Credit Card,PAID,2026-01-06T22:49:00,93240.0
ORD000309,2026-01-16 01:10:00,C0081,P015,1,299.0,0.0,Marketplace,PAY000309,PromptPay,PAID,2026-01-16T02:32:00,299.0
ORD000311,2026-01-13 17:06:00,C0144,P032,3,25900.0,0.1,Mobile App,PAY000311,PromptPay,PAID,2026-01-13T17:17:00,69930.0
ORD000312,2026-01-04 13:24:00,C0011,P026,1,12900.0,0.0,Mobile App,PAY000312,PromptPay,PAID,2026-01-04T14:00:00,12900.0
ORD000315,2026-01-21 13:58:00,C0037,P016,1,1564.5,0.0,Marketplace,PAY000315,Bank Transfer,PAID,2026-01-21T14:19:00,1564.5
ORD000316,2026-01-15 06:25:00,C0140,P021,1,27195.0,0.0,Web,PAY000316,Credit Card,PAID,2026-01-15T09:11:00,27195.0
ORD000317,2026-01-26 07:49:00,C0068,P022,1,499.0,0.0,Marketplace,PAY000317,Bank Transfer,PAID,2026-01-26T10:10:00,499.0
ORD000318,2026-01-04 17:13:00,C0008,P002,1,1490.0,0.0,Mobile App,PAY000318,Credit Card,PAID,2026-01-04T17:44:00,1490.0
ORD000319,2026-01-28 14:43:00,C0150,P013,1,499.0,0.0,Web,PAY000319,Bank Transfer,PAID,2026-01-28T17:09:00,499.0
ORD000320,2026-01-05 23:01:00,C0109,P008,1,523.95,0.0,Marketplace,PAY000320,Bank Transfer,PAID,2026-01-06T00:18:00,523.95
ORD000321,2026-01-04 08:53:00,C0079,P014,1,990.0,0.1,Mobile App,PAY000321,Bank Transfer,PAID,2026-01-04T10:21:00,891.0
ORD000323,2026-01-28 04:05:00,C0151,P032,1,25900.0,0.0,Mobile App,PAY000323,Credit Card,PAID,2026-01-28T04:59:00,25900.0
ORD000324,2026-01-13 14:46:00,C0044,P039,3,891.0,0.1,Mobile App,PAY000324,Bank Transfer,PAID,2026-01-13T17:04:00,2405.7000000000003
ORD000325,2026-01-07 06:28:00,C0012,P018,1,4189.5,0.0,Mobile App,PAY000325,Credit Card,PAID,2026-01-07T08:31:00,4189.5
ORD000327,2026-01-09 08:32:00,C0123,P020,3,474.05,0.0,Mobile App,PAY000327,PromptPay,PAID,2026-01-09T10:26:00,1422.15
ORD000328,2026-01-23 13:01:00,C0046,P016,2,1341.0,0.0,Mobile App,PAY000328,PromptPay,PAID,2026-01-23T13:55:00,2682.0
ORD000329,2026-01-24 00:32:00,C0140,P008,1,499.0,0.05,Marketplace,PAY000329,Bank Transfer,PAID,2026-01-24T03:18:00,474.04999999999995
ORD000330,2026-01-12 11:00:00,C0020,P028,3,269.1,0.0,Web,PAY000330,PromptPay,PAID,2026-01-12T11:50:00,807.3000000000001
ORD000331,2026-01-24 02:37:00,C0090,P035,1,24605.0,0.0,Marketplace,PAY000331,Credit Card,PAID,2026-01-24T04:21:00,24605.0
ORD000332,2026-01-23 04:50:00,C0135,P003,2,25900.0,0.05,Marketplace,PAY000332,Bank Transfer,PAID,2026-01-23T05:08:00,49210.0
ORD000333,2026-01-20 03:21:00,C0143,P011,2,25900.0,0.0,Web,PAY000333,PromptPay,PAID,2026-01-20T05:27:00,51800.0
ORD000334,2026-01-03 11:55:00,C0090,P021,1,24605.0,0.1,Mobile App,PAY000334,Credit Card,PAID,2026-01-03T14:23:00,22144.5
ORD000335,2026-01-18 07:01:00,C0114,P019,2,3990.0,0.0,Web,PAY000335,Bank Transfer,PAID,2026-01-18T08:42:00,7980.0
ORD000336,2026-01-27 00:17:00,C0058,P021,2,24605.0,0.0,Marketplace,PAY000336,Bank Transfer,PAID,2026-01-27T01:36:00,49210.0
ORD000337,2026-01-16 00:09:00,C0061,P019,1,3990.0,0.1,Mobile App,PAY000337,Credit Card,PAID,2026-01-16T00:35:00,3591.0
ORD000338,2026-01-27 15:41:00,C0036,P024,2,313.95,0.0,Marketplace,PAY000338,Bank Transfer,PAID,2026-01-27T17:48:00,627.9
ORD000339,2026-01-24 07:46:00,C0140,P003,2,24605.0,0.0,Web,PAY000339,PromptPay,PAID,2026-01-24T08:27:00,49210.0
ORD000340,2026-01-21 07:12:00,C0040,P005,3,313.95,0.0,Mobile App,PAY000340,Bank Transfer,PAID,2026-01-21T09:33:00,941.8499999999999
ORD000341,2026-01-24 01:27:00,C0159,P012,1,891.0,0.0,Marketplace,PAY000341,Bank Transfer,PAID,2026-01-24T03:27:00,891.0
ORD000342,2026-01-26 00:15:00,C0029,P036,3,299.0,0.1,Web,PAY000342,PromptPay,PAID,2026-01-26T01:32:00,807.3000000000001
ORD000343,2026-01-24 15:07:00,C0008,P033,4,12900.0,0.0,Mobile App,PAY000343,PromptPay,PAID,2026-01-24T15:32:00,51600.0
ORD000344,2026-01-03 07:19:00,C0140,P032,4,23310.0,0.0,Marketplace,PAY000344,PromptPay,PAID,2026-01-03T08:00:00,93240.0
ORD000345,2026-01-06 18:55:00,C0129,P012,1,940.5,0.0,Web,PAY000345,Bank Transfer,PAID,2026-01-06T20:15:00,940.5
ORD000346,2026-01-17 20:22:00,C0018,P021,4,24605.0,0.0,Web,PAY000346,Bank Transfer,PAID,2026-01-17T21:14:00,98420.0
ORD000348,2026-01-08 09:01:00,C0079,P010,4,891.0,0.0,Marketplace,PAY000348,Credit Card,PAID,2026-01-08T10:08:00,3564.0
ORD000349,2026-01-13 15:09:00,C0011,P027,4,23310.0,0.1,Mobile App,PAY000349,Bank Transfer,PAID,2026-01-13T16:38:00,83916.0
ORD000350,2026-01-11 09:57:00,C0155,P024,2,269.1,0.05,Mobile App,PAY000350,Credit Card,PAID,2026-01-11T11:09:00,511.29
ORD000351,2026-01-17 17:41:00,C0119,P030,2,499.0,0.0,Marketplace,PAY000351,Credit Card,PAID,2026-01-17T18:25:00,998.0
ORD000352,2026-01-21 13:44:00,C0076,P022,1,449.1,0.05,Marketplace,PAY000352,Bank Transfer,PAID,2026-01-21T14:08:00,426.645
ORD000353,2026-01-22 13:13:00,C0032,P006,1,299.0,0.0,Marketplace,PAY000353,Bank Transfer,PAID,2026-01-22T15:41:00,299.0
ORD000354,2026-01-19 08:37:00,C0032,P023,1,299.0,0.0,Marketplace,PAY000354,Bank Transfer,PAID,2026-01-19T10:06:00,299.0
ORD000355,2026-01-10 07:21:00,C0112,P016,1,1564.5,0.0,Marketplace,PAY000355,Bank Transfer,PAID,2026-01-10T07:25:00,1564.5
ORD000356,2026-01-02 23:47:00,C0158,P016,2,1564.5,0.05,Marketplace,PAY000356,Credit Card,PAID,2026-01-03T01:50:00,2972.5499999999997
ORD000357,2026-01-18 15:19:00,C0087,P020,2,449.1,0.05,Marketplace,PAY000357,Credit Card,PAID,2026-01-18T17:51:00,853.29
ORD000358,2026-01-05 18:00:00,C0063,P002,4,1415.5,0.1,Mobile App,PAY000358,Credit Card,PAID,2026-01-05T18:03:00,5095.8
ORD000359,2026-01-14 22:16:00,C0151,P016,1,1564.5,0.0,Marketplace,PAY000359,Bank Transfer,PAID,2026-01-14T22:52:00,1564.5
ORD000360,2026-01-24 07:27:00,C0009,P015,2,269.1,0.0,Marketplace,PAY000360,Credit Card,PAID,2026-01-24T09:45:00,538.2
ORD000056,2026-01-07 05:17:00,C0083,P017,1,990.0,0.0,Web,PAY000056,Bank Transfer,PAID,2026-01-07T07:02:00,990.0
ORD000361,19/02/2026 02:59,C0124,P019,1,4189.5,0.05,Web,PAY000361,Bank Transfer,PAID,2026-02-19T05:29:00,3980.0249999999996
ORD000362,20/02/2026 07:33,C0072,P039,2,940.5,0.05,Web,PAY000362,PromptPay,PAID,2026-02-20T08:35:00,1786.9499999999998
ORD000363,08/02/2026 06:17,C0136,P014,2,940.5,0.05,Mobile App,PAY000363,PromptPay,PAID,2026-02-08T08:22:00,1786.9499999999998
ORD000364,16/02/2026 06:58,C0077,P038,2,12900.0,0.0,Web,PAY000364,Credit Card,PAID,2026-02-16T07:47:00,25800.0
ORD000365,23/02/2026 13:30,C0139,P004,2,1490.0,0.0,Marketplace,PAY000365,Credit Card,PAID,2026-02-23T13:35:00,2980.0
ORD000366,14/02/2026 20:28,C0088,P004,1,1490.0,0.0,Marketplace,PAY000366,Credit Card,PAID,2026-02-14T20:32:00,1490.0
ORD000369,22/02/2026 01:54,C0037,P033,3,13545.0,0.0,Mobile App,PAY000369,Credit Card,PAID,2026-02-22T03:25:00,40635.0
ORD000370,05/02/2026 13:06,C0050,P006,2,284.05,0.05,Marketplace,PAY000370,PromptPay,PAID,2026-02-05T15:17:00,539.695
ORD000371,06/02/2026 02:30,C0155,P029,4,3990.0,0.0,Web,PAY000371,PromptPay,PAID,2026-02-06T05:03:00,15960.0
ORD000372,03/02/2026 18:30,C0096,P025,2,27195.0,0.1,Mobile App,PAY000372,Bank Transfer,PAID,2026-02-03T20:56:00,48951.0
ORD000373,05/02/2026 22:22,C0081,P028,1,269.1,0.05,Marketplace,PAY000373,Credit Card,PAID,2026-02-05T23:00:00,255.645
ORD000374,12/02/2026 03:57,C0101,P040,1,3591.0,0.0,Web,PAY000374,Credit Card,PAID,2026-02-12T05:01:00,3591.0
ORD000375,16/02/2026 10:59,C0034,P008,1,474.05,0.05,Web,PAY000375,PromptPay,PAID,2026-02-16T11:10:00,450.34749999999997
ORD000376,26/02/2026 11:51,C0155,P027,4,27195.0,0.0,Mobile App,PAY000376,Credit Card,PAID,2026-02-26T13:45:00,108780.0
ORD000377,18/02/2026 10:54,C0114,P014,1,891.0,0.0,Web,PAY000377,PromptPay,PAID,2026-02-18T13:06:00,891.0
ORD000378,03/02/2026 18:47,C0118,P002,4,1415.5,0.1,Marketplace,PAY000378,Credit Card,PAID,2026-02-03T21:18:00,5095.8
ORD000379,26/02/2026 21:04,C0002,P010,1,1039.5,0.05,Mobile App,PAY000379,Credit Card,PAID,2026-02-26T23:45:00,987.525
ORD000380,04/02/2026 17:51,C0045,P026,3,11610.0,0.05,Web,PAY000380,PromptPay,PAID,2026-02-04T18:14:00,33088.5
ORD000381,09/02/2026 10:43,C0077,P007,1,24605.0,0.0,Mobile App,PAY000381,Bank Transfer,PAID,2026-02-09T13:34:00,24605.0
ORD000384,14/02/2026 07:10,C0013,P038,1,13545.0,0.05,Marketplace,PAY000384,PromptPay,PAID,2026-02-14T07:53:00,12867.75
ORD000385,12/02/2026 03:57,C0089,P028,4,299.0,0.0,Web,PAY000385,Credit Card,PAID,2026-02-12T06:23:00,1196.0
ORD000387,12/02/2026 10:15,C0071,P028,4,313.95,0.0,Marketplace,PAY000387,Bank Transfer,PAID,2026-02-12T11:47:00,1255.8
ORD000388,22/02/2026 14:44,C0100,P018,2,3591.0,0.0,Web,PAY000388,Credit Card,PAID,2026-02-22T17:25:00,7182.0
ORD000389,15/02/2026 15:29,C0051,P032,2,25900.0,0.0,Marketplace,PAY000389,Credit Card,PAID,2026-02-15T18:16:00,51800.0
ORD000390,04/02/2026 07:56,C0159,P026,3,11610.0,0.0,Mobile App,PAY000390,Bank Transfer,PAID,2026-02-04T09:09:00,34830.0
ORD000391,18/02/2026 08:58,C0101,P020,2,449.1,0.0,Mobile App,PAY000391,Credit Card,PAID,2026-02-18T09:31:00,898.2
ORD000392,26/02/2026 06:39,C0107,P023,1,269.1,0.0,Mobile App,PAY000392,Credit Card,PAID,2026-02-26T08:14:00,269.1
ORD000394,06/02/2026 06:54,C0015,P007,2,24605.0,0.1,Web,PAY000394,Bank Transfer,PAID,2026-02-06T09:38:00,44289.0
ORD000395,12/02/2026 15:38,C0008,P020,1,499.0,0.0,Web,PAY000395,Bank Transfer,PAID,2026-02-12T15:41:00,499.0
ORD000397,06/02/2026 11:40,C0015,P040,2,3990.0,0.1,Marketplace,PAY000397,PromptPay,PAID,2026-02-06T12:31:00,7182.0
ORD000398,20/02/2026 16:01,C0095,P040,2,3990.0,0.0,Marketplace,PAY000398,Credit Card,PAID,2026-02-20T17:09:00,7980.0
ORD000400,19/02/2026 15:10,C0078,P035,4,27195.0,0.0,Web,PAY000400,PromptPay,PAID,2026-02-19T17:01:00,108780.0
ORD000401,16/02/2026 16:25,C0085,P013,3,499.0,0.1,Marketplace,PAY000401,Bank Transfer,PAID,2026-02-16T18:28:00,1347.3
ORD000402,16/02/2026 20:27,C0084,P030,1,523.95,0.05,Web,PAY000402,PromptPay,PAID,2026-02-16T23:00:00,497.7525
ORD000403,17/02/2026 06:30,C0107,P031,1,1490.0,0.0,Mobile App,PAY000403,Credit Card,PAID,2026-02-17T08:01:00,1490.0
ORD000405,27/02/2026 09:47,C0070,P001,1,299.0,0.0,Marketplace,PAY000405,PromptPay,PAID,2026-02-27T10:57:00,299.0
ORD000406,04/02/2026 00:37,C0144,P035,3,23310.0,0.0,Web,PAY000406,Credit Card,PAID,2026-02-04T01:48:00,69930.0
ORD000407,28/02/2026 08:21,C0100,P027,4,23310.0,0.1,Web,PAY000407,PromptPay,PAID,2026-02-28T11:09:00,83916.0
ORD000408,27/02/2026 20:30,C0047,P032,2,25900.0,0.05,Marketplace,PAY000408,PromptPay,PAID,2026-02-27T20:36:00,49210.0
ORD000409,17/02/2026 18:03,C0071,P035,3,27195.0,0.0,Mobile App,PAY000409,Credit Card,PAID,2026-02-17T18:22:00,81585.0
ORD000411,10/02/2026 01:56,C0030,P025,1,25900.0,0.0,Mobile App,PAY000411,Credit Card,PAID,2026-02-10T04:29:00,25900.0
ORD000412,11/02/2026 23:14,C0088,P025,2,25900.0,0.0,Web,PAY000412,Credit Card,PAID,2026-02-12T02:03:00,51800.0
ORD000413,12/02/2026 05:32,C0125,P005,2,313.95,0.0,Web,PAY000413,Bank Transfer,PAID,2026-02-12T07:20:00,627.9
